commonName,lat,lon,is_pure_bus,id,lines
Stroud Road,51.43737,-0.19738,1,490012939N,"156, N87"
Strutton Ground,51.49619,-0.13346,1,490012941S,3
Strutton Ground,51.49631,-0.13373,1,490012941W,3
Stuart Road,51.45806,-0.05374,1,490012957E,"343, 484, N343"
Stuart Road,51.45817,-0.05415,1,490012957W,"343, 484, N343"
Stubbers Adventure Centre,51.5409,0.26689,1,490012959W,370
Stubbers Adventure Centre,51.54103,0.26759,1,490000362Z,370
Studio Way,51.659912,-0.263051,1,210021002540,"107, 292"
Studio Way,51.660091,-0.26115,1,210021004280,"107, 292"
Studland Road,51.42176,-0.05223,1,490012963N,"194, 75"
Studland Road,51.42236,-0.0518,1,490012963S,"194, 75"
Studland Road Hanwell,51.51933,-0.34742,1,490008267N,E11
Studland Road Hanwell,51.51949,-0.3394,1,490007445E1,E11
Studland Road Hanwell,51.51955,-0.33946,1,490007445W2,E11
Studley Grange Road,51.50494,-0.3353,1,490005899N,"195, E8"
Studley Road,51.54343,0.03247,1,490012966S2,"330, 58"
Studley Road,51.54389,0.02623,1,490015461S,325
Studley Road,51.54401,0.02605,1,490007330N,"325, 678"
Studley Road,51.54429,0.03201,1,490012966N,"330, 58"
Stumps Hill Lane,51.41821,-0.02342,1,490012967N,54
Stumps Hill Lane,51.41859,-0.02304,1,490012967S,54
Sudbrook Lane,51.44407,-0.30265,1,490011911S,"371, 65, N65"
Sudbrook Lane,51.44463,-0.30289,1,490010969N,"371, 65, N65"
Sudbury & Harrow Road Rail Station,51.554398,-0.315468,0,910GSDBRYHR,"182, 245, 92, Chiltern Railways, N18"
Sudbury & Harrow Road Station,51.55384,-0.31436,1,490003597G,"18, 182, 245, 92, N18"
Sudbury & Harrow Road Station,51.554166,-0.314914,1,490001282N,"18, N18"
Sudbury & Harrow Road Station,51.55446,-0.31506,1,4900SDBRYHR1,
Sudbury & Harrow Road Station,51.55474,-0.31572,1,490001282J,"182, 245, 92, N18"
Sudbury Court Drive,51.56096,-0.33035,1,490012977E,92
Sudbury Court Drive,51.56099,-0.3307,1,490012977W,92
Sudbury Court Road,51.56364,-0.32101,1,490012979N,"182, 483, N18"
Sudbury Court Road,51.56406,-0.32097,1,490012979S,"182, 483, N18"
Sudbury Court Sports Club,51.56282,-0.31292,1,490012980W,"245, 483"
Sudbury Court Sports Club,51.56284,-0.31226,1,490012980E,"245, 483"
Sudbury Golf Club,51.54806,-0.31257,1,490012981W,"487, H17"
Sudbury Golf Club,51.54826,-0.31291,1,490012981E,"487, H17"
Sudbury Hill Harrow Rail Station,51.558465,-0.335803,0,910GSDBRYHH,"92, Chiltern Railways, H17"
Sudbury Hill Station,51.55732,-0.33583,1,490001283N,"92, H17"
Sudbury Hill Station,51.55748,-0.33552,1,490001283B,"92, H17"
Sudbury Hill Station,51.55854,-0.33531,1,4900SDBRYHH1,
Sudbury Hill Stn  / Horsenden Ave,51.55599,-0.33635,1,490000227A,"92, H17"
Sudbury Hill Underground Station,51.556946,-0.336435,0,940GZZLUSUH,"92, H17, Piccadilly"
Sudbury Town Station,51.54956,-0.31723,1,490000228E,"487, H17"
Sudbury Town Station,51.54968,-0.31724,1,490000228D,"487, H17"
Sudbury Town Station,51.55096,-0.31522,1,490000228A,204
Sudbury Town Station,51.55105,-0.31556,1,490000228B,204
Sudbury Town Underground Station,51.550815,-0.315745,0,940GZZLUSUT,"18, 182, 204, 245, 92, H17, N18, Piccadilly"
Suffolk Road,51.41714,0.116,1,490012986N,"321, 51, R11"
Suffolk Road,51.52553,0.01699,1,490007363E,69
Suffolk Road,51.58395,-0.37188,1,490008961W,H11
Suffolk Road,51.58417,-0.37124,1,490008961E,H11
Suffolk Road Enfield,51.64396,-0.05143,1,490023105E,
Suffolk Road Enfield,51.64421,-0.0536,1,490023105W,377
Sullivan Avenue,51.51659,0.03982,1,490003753W,"262, 300, 376, N551"
Sullivan Avenue,51.51682,0.03929,1,490003753E,"262, 300, 376, N551"
Sullivan Way,51.639577,-0.302168,1,210021011800,107
Sullivan Way,51.640326,-0.301693,1,210021004980,107
Summerhill Road,51.58831,-0.08424,1,490012991E1,"230, 341"
Summerhill Road,51.5885,-0.08286,1,490012991W,"230, 341"
Summers Lane,51.61159,-0.16277,1,490012994W,"134, 221, 683"
Summerstown,51.43341,-0.18446,1,490012997S,"270, 44, 77, N44"
Summit Close,51.60602,-0.27692,1,490013000W,"288, 688"
Sumner Road,51.38118,-0.11359,1,490013002W,264
Sumner Road,51.38127,-0.11345,1,490013002E,264
Sumner Road,51.3827,-0.10696,1,490004367S,"109, 198, 250, 289, 60, 64, N109, N250"
Sumner Road,51.38377,-0.10843,1,490004367N,"109, 198, 250, 289, 60, 64, N109, N250"
Sunbeam Road,51.5262,-0.25991,1,490013003N,440
Sunbeam Road,51.52659,-0.25965,1,490013003S,440
Sunbury Court,51.408723,-0.397638,1,40004402028A,216
Sunbury Court,51.409059,-0.397152,1,40004402028B,216
Sunbury Cross,51.419349,-0.421242,1,40004402064D,"216, 290"
Sunbury Cross,51.419526,-0.421006,1,40004402064C,"216, 290"
Sunbury Cross,51.420724,-0.419181,1,400G4402064A,"235, 635"
Sunbury Cross Shopping Centre,51.419526,-0.421006,1,400G4402064D,"216, 290"
Sunbury Lane,51.47563,-0.17349,1,490007342E,170
Sunbury Lane,51.47667,-0.17463,1,490013007W,170
Sunbury Rail Station,51.418313,-0.417783,0,910GSUNBURY,"216, 235, 290, South Western Railway"
Sunbury Station,51.418386,-0.419146,1,40004402058A,"216, 235"
Sunbury Tesco,51.417718,-0.425641,1,40004402636A,216
Sunbury Way,51.43081,-0.40167,1,490013010Z,H25
Sunbury Way,51.43104,-0.40129,1,490013010E,H25
Sundorne Road,51.4851,0.03059,1,490013012S,380
Sundorne Road,51.48548,0.03206,1,490005008N,380
Sundridge Park Station,51.414,0.02282,1,490001284E,314
Sundridge Park Station,51.41404,0.02231,1,490001284W,314
Sungate Cottages,51.59596,0.147,1,490003365E,247
Sungate Cottages,51.596,0.14738,1,490003365W,247
Sunningdale Avenue,51.44441,-0.38501,1,490008403W,H25
Sunningdale Avenue,51.53605,0.08181,1,490013015U,"287, 368, 687, EL1, EL2, EL3"
Sunny Crescent,51.54302,-0.26931,1,490005452E,"18, N18"
Sunny Way,51.607981,-0.165919,1,490001030W,382
Sunny Way,51.60816,-0.16585,1,490001030E,382
Sunnybank,51.40178,-0.0713,1,490013379S,"157, 197, 75"
Sunnybank,51.40227,-0.07077,1,490013379N,"157, 197, 75"
Sunnycroft Road,51.52576,-0.36511,1,490013018N,"105, 95"
Sunnydene Avenue,51.6128,0.00462,1,490013019N,"275, 675"
Sunnydene Avenue,51.61362,0.00583,1,490013019S,"275, 675"
Sunnydene Road,51.33313,-0.11116,1,490013020N,"407, 434"
Sunnydene Road,51.33336,-0.11121,1,490013020S,"407, 434"
Sunnyfield,51.62098,-0.24304,1,490012752N,251
Sunnyfield,51.62108,-0.24268,1,490012752S,251
Sunnyhill Road,51.42781,-0.12028,1,490014342N,
Sunnyside Road,51.57053,-0.12795,1,490013023N,"210, 310, 41, N41"
Sunnyside Road / Albert Road,51.55796,0.08245,1,490013024N,366
Sunnyside Road / Eton Road,51.55187,0.08542,1,490013025N,366
Sunnyside Road / Eton Road,51.55191,0.08565,1,490013025S,366
Sunnyside Road / Green Lane,51.5588,0.08238,1,490003163S2,366
Sunnyside Road / Green Lane,51.55886,0.08218,1,490003163N2,366
Sunray Avenue,51.45745,-0.09087,1,490013026E,"42, P4"
Sunray Avenue,51.45791,-0.08988,1,490004834S,"42, P4"
Sunset View,51.6599,-0.20597,1,490005225N,
Surbiton Crescent,51.4006,-0.30397,1,490013034S,"281, 465, 671, 71, K2, K3, N65"
Surbiton Health Centre,51.39059,-0.29822,1,490013032N,"281, 406, 418, 662"
Surbiton Health Centre,51.39078,-0.29807,1,490013032S,"281, 406, 418, 662"
Surbiton Hill Road / Hollyfield School,51.39555,-0.2993,1,490018503N,"406, 418"
Surbiton Hill Road / Hollyfield School,51.39581,-0.29928,1,490018503S,"406, 418"
Surbiton Rail Station,51.39246,-0.303958,0,910GSURBITN,"281, 465, 662, 671, 71, K1, K2, K3, K4, N65, South Western Railway"
Surbiton Road / Milestone House,51.40287,-0.30651,1,490013037E,465
Surbiton Road / Milestone House,51.403,-0.30693,1,490013037W,465
Surbiton Road / Penrhyn Road,51.40124,-0.30402,1,490013035N,"281, 406, 418, 465, 671, 71, K2, K3, N65"
Surbiton Sainsbury's,51.3916,-0.30865,1,490013036H,"465, 671, 71, K1, K3, K4, N65"
Surbiton Sainsbury's,51.3916,-0.30773,1,490013036G,"465, 671, 71, K1, K3, K4, N65"
Surbiton Station,51.39272,-0.30452,1,4900SURBITN1,
Surbiton Station,51.39291,-0.30542,1,490001285C,"465, 671, 71, K1, K3, K4, N65"
Surbiton Station,51.39358,-0.30327,1,490001285E,"281, 662, K2, K4"
Surbiton Station,51.39374,-0.30411,1,490015165B,"281, 465, 662, 671, 71, K1, K2, K3, N65"
Surbiton Station,51.39466,-0.30411,1,490015165S,"281, 465, 662, 671, 71, K1, K2, K3, N65"
Surrey Canal Road,51.48366,-0.04178,1,490013039N,225
Surrey Quays Leisure Park,51.49521,-0.04555,1,490013040F,"188, 381, 47, C10, N381, P12"
Surrey Quays Leisure Park,51.49561,-0.0458,1,490013040G,"188, 381, 47, C10, N381"
Surrey Quays Rail Station,51.493196,-0.047519,0,910GSURREYQ,"1, 188, 199, 225, 381, 47, N1, N199, N381, P12, Windrush"
Surrey Quays Road,51.4969,-0.05296,1,490013041T,"188, 47, N199, P12"
Surrey Quays Shopping Centre,51.49395,-0.04661,1,490013042H,"1, 188, 199, 225, 381, 47, N1, N199, N381, P12"
Surrey Quays Shopping Centre,51.494,-0.04587,1,490013042K,"199, 225, 381, N199, N381"
Surrey Quays Shopping Centre,51.49401,-0.04626,1,490013042J,"1, 188, 47, N1"
Surrey Quays Station,51.49295,-0.04792,1,490000229O,"1, 188, 199, 225, 381, 47, N199, N381"
Surrey Quays Station,51.49342,-0.04601,1,490000229L,"1, 188, 199, 225, 381, 47, N1, N199, N381"
Surrey Quays Station,51.49345,-0.04818,0,4900SURREYQ2,
Surrey Quays Station,51.49354,-0.04795,0,4900SURREYQ1,
Surrey Road,51.45637,-0.0505,1,490013043E,"343, 484, N343"
Surrey Road,51.45644,-0.05092,1,490013043W,"343, 484, N343"
Sury Basin,51.41527,-0.30214,1,490018639E,
Susan Close,51.58471,0.1635,1,490013045S,"252, 651"
Susan Close,51.58507,0.16317,1,490013045N,"252, 651"
Susan Wood,51.40762,0.06221,1,490003578E,"162, 269, R7"
Susan Wood,51.40821,0.06294,1,490003578W,"162, 269, R7"
Sussex Crescent,51.55112,-0.36994,1,490013047Y,395
Sussex Crescent,51.55126,-0.37119,1,490013047Z,395
Sussex Gardens,51.51712,-0.1691,1,490015044Z,"205, 23, 27, 36, 7, N205, N27, N7"
Sussex Gardens,51.5184,-0.16798,1,490013046T,"205, 23, 27, 36, 6, 7, 98, N205, N27, N32, N7, N98"
Sussex Gardens,51.51843,-0.16773,1,490013046N,"7, 98, N7, N98"
Sussex Mews,51.44425,-0.02645,1,490000364Z,284
Sussex Place,51.505951,-0.577365,1,03700308,81
Sussex Place,51.506752,-0.578853,1,03700309,81
Sussex Ring,51.61478,-0.18984,1,490013049W,"221, 326"
Sussex Ring,51.61521,-0.19096,1,490013049E,221
Sussex Ring,51.61532,-0.19031,1,490013049Z,326
Sussex Ring,51.61535,-0.19028,1,490013049S,
Sussex Road,51.35921,-0.09432,1,490013051W,"403, 412"
Sussex Road,51.35957,-0.09373,1,490013051E,"403, 412"
Sussex Road,51.50046,-0.38797,1,490013052E,"105, 195, 482, E5, H32"
Sussex Road,51.53195,0.06347,1,490017351S,300
Sussex Road (UB10),51.55898,-0.43693,1,490008453S,U10
Sutcliffe Park,51.45298,0.03023,1,490013053E,"122, 321, 621, B16, N21"
Sutherland Avenue,51.51608,-0.32136,1,490013055S,"E11, E7"
Sutherland Avenue,51.51662,-0.32217,1,490003372N,E7
Sutherland Avenue,51.52276,-0.19412,1,490013054E,"18, 36, N18"
Sutherland Avenue,51.52286,-0.19455,1,490013054W,"18, 36, N18"
Sutherland Avenue,51.52423,-0.18891,1,490004990W,"187, 6"
Sutherland Avenue,51.52797,-0.18076,1,490007679R,"16, 187, 46, 98, N32, N98"
Sutherland House,51.57499,-0.23649,1,490013059S,"142, 32, 632, N32"
Sutherland Row,51.48931,-0.14676,1,490013855S1,C10
Sutton (London) Rail Station,51.359533,-0.191215,0,910GSUTTON,"164, N44, Southern, Thameslink"
Sutton / Grove Road,51.35996,-0.19308,1,490013082S,"151, 164, 213, 280, 407, 413, 470, 613, 627, 80, N44, S1, S2, S3, S4, SL7"
Sutton / Grove Road,51.36006,-0.1926,1,490013082R,"164, 280, 407, 470, 80, N44, S1, S2, S3, S4"
Sutton / Marshall's Road,51.36777,-0.19414,1,490013061E,"154, S2"
Sutton / Marshall's Road,51.36781,-0.19389,1,490013061D,"154, 407, S2, S4"
Sutton Bus Garage,51.36893,-0.19948,1,490013063NE,213
Sutton Bus Garage,51.36907,-0.19888,1,490013063W,"613, 80"
Sutton Bus Garage,51.3693,-0.19857,1,490013063S,"213, 413, 613, 80"
Sutton Bus Garage,51.36977,-0.19825,1,490013063E2,"213, 413, 613, 80"
Sutton Civic Centre,51.36191,-0.1945,1,490013064V,"151, 164, 213, 280, 407, 413, 470, 613, 80, N44, S1, S2, S3, S4"
Sutton Common Rail Station,51.374891,-0.196343,0,910GSUTTONC,"151, 154, 164, 213, 280, 413, 470, 613, 80, N44, S1, S3, Thameslink"
Sutton Common Road,51.37376,-0.19439,1,490020131E,S3
Sutton Common Road,51.38518,-0.21226,1,490013608N2,"413, 93"
Sutton Common Station,51.37456,-0.1962,1,490019464S,S3
Sutton Common Station,51.3749,-0.19706,1,490019461N,S3
Sutton Common Station,51.37496,-0.19654,1,4900SUTTONC1,
Sutton Court Road,51.36058,-0.19071,1,490013070M,
Sutton Gardens,51.39192,-0.07614,1,490013071N,410
Sutton Gardens,51.39242,-0.07543,1,490013071S,410
Sutton Green,51.3698,-0.19493,1,490013072B,"151, 154, 164, 213, 280, 413, 470, 613, 80, N44, S1, S3"
Sutton Green,51.3712,-0.19478,1,490013072A,"151, 154, 164, 280, 470, N44, S3"
Sutton Hospital,51.34709,-0.19548,1,490005629H,280
Sutton Hospital,51.34774,-0.19399,1,490019635E,S1
Sutton Lane,51.47793,-0.37426,1,490013078E,H91
Sutton Lane,51.47794,-0.37174,1,490013078W,H91
Sutton Lane,51.489591,-0.537318,1,03700090,81
Sutton Lane,51.489692,-0.537107,1,03700089,81
Sutton Park Road,51.36074,-0.19539,1,490013080T,"151, 213, 413, 613, 627"
Sutton Police Station,51.36161,-0.19125,1,490013081L,"627, SL7"
Sutton Police Station,51.36165,-0.19069,1,490013081K,"151, 164, 213, 280, 407, 413, 470, 613, 627, 80, N44, S1, S2, S3, S4, SL7"
Sutton Road,51.47953,-0.36494,1,490007427N,"111, 120"
Sutton Station,51.35886,-0.19134,1,490013060N,"164, 280, 470, 80, N44, S1, S3"
Sutton Station,51.35893,-0.19068,1,490013060Z,470
Sutton Station,51.35911,-0.19162,1,490001286Y,"S2, S4"
Sutton Station,51.35914,-0.19119,1,490001286O,"164, 280, 470, 80, N44, S1, S3"
Sutton Station,51.35932,-0.19164,1,490001286Z,"S2, S4"
Sutton Station,51.35947,-0.19033,1,4900SUTTON1,
Sutton Station,51.35961,-0.19133,1,4900SUTTON2,
Sutton Station,51.35972,-0.19043,1,4900SUTTON3,
Sutton Station  / the Quadrant,51.35904,-0.19088,1,490013060Q,"164, N44"
Sutton Street,51.51308,-0.05412,1,490013158G,339
Sutton Way,51.48069,-0.37569,1,490016389W,H28
Sutton Way,51.48069,-0.37529,1,490016389E,H28
Suttons Avenue,51.5553,0.20771,1,490013083N,"165, 365, 372"
Suttons Avenue,51.55602,0.20816,1,490013083S,"165, 365, 372"
Swaffield Road,51.44855,-0.1894,1,490013088S,"270, 44, N44"
Swaffield Road,51.44917,-0.18975,1,490013088N,"270, 44, N44"
Swains Lane,51.56186,-0.1501,1,490008306E,C11
Swakeleys Drive,51.55674,-0.44727,1,490013089N,"278, 697, 698"
Swakeleys Drive,51.55683,-0.44664,1,490013089S,"278, 697, 698"
Swakeleys Drive / Thornhill Road,51.55995,-0.45862,1,490013090W,U10
Swakeleys Drive / Thornhill Road,51.55998,-0.45836,1,490013090E,U10
Swallands Road,51.42906,-0.02037,1,490013093S,336
Swallow Street,51.51605,0.05243,1,490013097W,"262, 300, N551"
Swallow Street,51.51623,0.05335,1,490013097E,"262, 300, N551"
Swallowfield Way,51.50759,-0.43206,1,490013095N,U5
Swallowfield Way,51.50776,-0.4317,1,490013095S,U5
Swaminarayan Temple,51.5473,-0.25996,1,490013098S,"206, 224"
Swaminarayan Temple,51.5476,-0.26026,1,490013098N,"206, 224"
Swan & Sugar Loaf,51.36217,-0.09893,1,490013100E2,
Swan & Sugar Loaf,51.36305,-0.09824,1,490013100J,"312, 407, 466, 60, N68"
Swan & Sugar Loaf,51.36323,-0.09854,1,490013100G,"403, 407, 412, 468, N68"
Swan & Sugar Loaf,51.36438,-0.09855,1,490015548P,"403, 412"
Swan & Sugar Loaf,51.36448,-0.09898,1,490015548M,"119, 166, 312, 403, 405, 407, 412, 466, 468, 60, 645, N68"
Swan Close,51.43304,-0.38644,1,490013103W,"111, R70"
Swan Close,51.43329,-0.38631,1,490013103E,111
Swan Lane,51.62606,-0.17592,1,490013104N,"125, 263, 626, N20"
Swan Lane,51.62669,-0.17531,1,490007027S,"125, 263, 626, N20"
Swan Road,51.50513,-0.47514,1,490013111S,U3
Swan Road,51.50561,-0.47499,1,490013111N,U3
Swan and Sugar Loaf,51.36341,-0.09852,1,490013100H,60
Swanage Road,51.6024,-0.00333,1,490013102N,"212, W16"
Swanage Road,51.60278,-0.00301,1,490013102S,"212, W16"
Swandon Way,51.46179,-0.18674,1,490012212W,"28, 44, N28, N44"
Swandon Way,51.46199,-0.18685,1,490012212E,"28, 44, N28, N44"
Swedish School London,51.48454,-0.24485,1,490002136ZZ,533
Sweeps Lane,51.39111,0.12161,1,490013112S,"B14, R6"
Sweeps Lane,51.39144,0.11996,1,490013112W,"B14, R6"
Sweetcroft Lane,51.54891,-0.45922,1,490013113E,U2
Sweetcroft Lane,51.54938,-0.45847,1,490013113W,U2
Sweets Way,51.62685,-0.17416,1,490014564G,"234, 383, 634"
Sweets Way,51.62743,-0.17442,1,490014564F,"234, 383, 634"
Swievelands Road,51.30854,0.03005,1,490013114E,464
Swievelands Road,51.30882,0.02881,1,490013114W,464
Swift Road,51.43527,-0.38509,1,490013115E,290
Swinderby Road,51.55027,-0.30014,1,490016093W,H17
Swinton Street,51.52877,-0.11866,1,490013117O,
Swinton Street,51.52925,-0.12012,1,490004354N,"17, 259, 46, 63, N63"
Swiss Cottage Station,51.54229,-0.17532,1,490015162M,"46, N31"
Swiss Cottage Station,51.54241,-0.17526,1,490000230N,603
Swiss Cottage Station,51.54251,-0.17372,1,490000230E,"31, C11, N28, N31"
Swiss Cottage Station,51.54289,-0.17407,1,490000230D,"113, 13, 187, 268, 46, 603, N113"
Swiss Cottage Station / Avenue Road,51.54168,-0.17417,1,490003495ZZ,
Swiss Cottage Stn  /  Finchley Road,51.54315,-0.17525,1,490015162L,"113, 13, 187, 268, 31, C11, N113, N28, N31"
Swiss Cottage Underground Station,51.543681,-0.174894,0,940GZZLUSWC,"31, C11, Jubilee, N28, N31"
Swyncombe Avenue,51.49431,-0.32077,1,490004167N,"195, E8"
Swyncombe Avenue,51.49431,-0.32016,1,490004167S,"195, E8"
Sycamore Avenue,51.45105,0.10024,1,490013118W,"132, N21"
Sycamore Avenue,51.51617,-0.42666,1,490013119W,U4
Sycamore Close,51.54066,-0.38215,1,490013155S,"120, 140, 282, 90, N140, N7"
Sycamore Close,51.5409,-0.382,1,490013120N,"120, 140, 282, 90, N140, N7"
Sycamore Drive,51.400139,0.17416,1,2400A020710A,233
Sycamore Drive,51.400332,0.174428,1,2400A020990A,233
Sycamore Grove,51.40707,-0.25798,1,490013123N,213
Sycamore Rise,51.327577,-0.224395,1,40004409051B,166
Sycamore Rise,51.327768,-0.223311,1,40004409051A,166
Sydenham,51.427375,-0.055268,0,HUBSYD,"122, 176, 194, 197, 202, 450, 75, Southern, Windrush"
Sydenham / the Woodman,51.43156,-0.06015,1,490013125S,"122, 176, 197, 356"
Sydenham / the Woodman,51.43191,-0.06068,1,490013125N,"122, 176, 197, 356"
Sydenham Avenue,51.42282,-0.06289,1,490013126S,227
Sydenham Avenue,51.42338,-0.064,1,490013126N,227
Sydenham High School,51.42724,-0.06355,1,490013128W,"122, 450"
Sydenham High School,51.4281,-0.06154,1,490013128E,"122, 450"
Sydenham Hill / Bluebell Close,51.42729,-0.07417,1,490014532S1,"202, 363, N63"
Sydenham Hill / Kirkdale,51.43582,-0.06507,1,490008849S,"356, 363, N63"
Sydenham Hill / Kirkdale,51.43712,-0.06443,1,490008849N,"356, 363, N63"
Sydenham Hill Estate,51.43129,-0.06833,1,490013129W,"202, 356"
Sydenham Hill Estate,51.43132,-0.06732,1,490013129UB,"202, 356"
Sydenham Police Station,51.43392,-0.05841,1,490013131N2,122
Sydenham Rise,51.439,-0.06294,1,490013132N1,356
Sydenham Rise,51.4394,-0.06312,1,490013132N,356
Sydenham Road / Mayow Road,51.42566,-0.04836,1,490009750P,"194, 202, 450"
Sydenham Road / Mayow Road,51.42575,-0.04752,1,490G00009750,"194, 202, 450"
Sydenham School,51.43297,-0.05919,1,490013131S,"122, 176, 197"
Sydenham School,51.43398,-0.05826,1,490013131N1,"122, 176, 197"
Sydenham Station  / Kirkdale,51.4275,-0.0563,1,490005453F,"122, 176, 197, 202"
Sydenham Station  / Kirkdale,51.42772,-0.05671,1,490005453E,"122, 176, 197, 202"
Sydenham Station  / Westwood Hill,51.42733,-0.05742,1,490009026D,"122, 450"
Sydenham Station / Westwood Hill,51.42758,-0.05739,1,490009026C,"122, 450"
Sydney Road,51.41038,-0.22043,1,490013134W,"152, 163, K5"
Sydney Road,51.41051,-0.22174,1,490013134E,"152, 163, K5"
Sydney Road,51.42777,0.09309,1,490010617E,321
Sydney Road,51.42815,0.09161,1,490010617W,321
Sydney Street / Chelsea Old Town Hall,51.48785,-0.16912,1,490005073KH,"211, 49"
Sydney Street / Chelsea Old Town Hall,51.48789,-0.16897,1,490005073KJ,"211, 49"
Sylvan Avenue,51.6059,-0.10357,1,490001562Z,W4
Sylvan Avenue,51.60632,-0.10381,1,490001562Y,W4
Sylvan Hill,51.41354,-0.08412,1,490013136S,249
