commonName,lat_x,lon_x,is_pure_bus,id,lines,commonName_clean,line_id,line_name,mode_name,station_id,station_name,lat_y,lon_y,station_modes,station_name_clean
Turnham Green Station,51.49517,-0.25523,1.0,490000240KK,"E3, N11",turnham green station,,,,,,,,,
Turnham Green Station,51.49579,-0.2545,1.0,490000240MM,"272, 94",turnham green station,,,,,,,,,
Turnham Green Station,51.49597,-0.25422,1.0,490000240LL,"272, 94",turnham green station,,,,,,,,,
Turnham Green Underground Station,51.495148,-0.254555,0.0,940GZZLUTNG,"110, 237, 267, District, H91, N11, N9, Piccadilly",turnham green underground station,district,District,tube,940GZZLUTNG,Turnham Green Underground Station,51.495148,-0.254555,"['tube', 'bus']",turnham green underground station
Turnham Green Underground Station,51.495148,-0.254555,0.0,940GZZLUTNG,"110, 237, 267, District, H91, N11, N9, Piccadilly",turnham green underground station,piccadilly,Piccadilly,tube,940GZZLUTNG,Turnham Green Underground Station,51.495148,-0.254555,"['tube', 'bus']",turnham green underground station
Turnham Road,51.45987,-0.04327,1.0,490013851S,"343, 484, N343",turnham road,,,,,,,,,
Turnham Road,51.46026,-0.04379,1.0,490013851N,"343, 484, N343",turnham road,,,,,,,,,
Turnpike Lane Bus Station,51.58994,-0.10226,1.0,490013852N,"121, 123, 144, 184, 217, 221, 231, 232, 329, 444, 617",turnpike lane bus station,,,,,,,,,
Turnpike Lane Bus Station,51.59004,-0.10226,1.0,490013852R,144,turnpike lane bus station,,,,,,,,,
Turnpike Lane Bus Station,51.5902,-0.10241,1.0,490013852T,"123, 144, 217, 231, 444, 617",turnpike lane bus station,,,,,,,,,
Turnpike Lane Bus Station,51.59036,-0.10226,1.0,490013852S,"121, 184, 221, 232, 329",turnpike lane bus station,,,,,,,,,
Turnpike Lane Station,51.58924,-0.10246,1.0,490015475U,"141, 230, 29, 41, 67, N29, N41, W4",turnpike lane station,,,,,,,,,
Turnpike Lane Station,51.58962,-0.10247,1.0,490015475Y,"184, 230, 232, 41, 67, N41, W4",turnpike lane station,,,,,,,,,
Turnpike Lane Station,51.59084,-0.10367,1.0,490000241M,"121, 141, 144, 221, 29, 329, N29",turnpike lane station,,,,,,,,,
Turnpike Lane Station,51.59091,-0.10255,1.0,490000241P,"123, 217, 231, 444",turnpike lane station,,,,,,,,,
Turnpike Lane Underground Station,51.590272,-0.102953,0.0,940GZZLUTPN,"121, 123, 144, 184, 217, 221, 230, 231, 232, 29, 329, 41, 444, 617, 67, N29, N41, N91, Piccadilly, W4",turnpike lane underground station,piccadilly,Piccadilly,tube,940GZZLUTPN,Turnpike Lane Underground Station,51.590272,-0.102953,"['tube', 'bus']",turnpike lane underground station
Turnpike Way,51.47703,-0.32854,1.0,490007873W,"235, 237, 618, E8, N9",turnpike way,,,,,,,,,
Turnpike Way,51.47713,-0.3284,1.0,490007873E,"235, 237, 618, E8, N9",turnpike way,,,,,,,,,
Turpington Lane / Bromley Common,51.38327,0.04047,1.0,490013856E,336,turpington lane / bromley common,,,,,,,,,
Turpington Lane Community Centre,51.38588,0.04285,1.0,490004336S,336,turpington lane community centre,,,,,,,,,
Turpington Lane Community Centre,51.38589,0.04267,1.0,490004336N,336,turpington lane community centre,,,,,,,,,
Twelvetrees Crescent,51.52096,-0.00529,1.0,490016353W,323,twelvetrees crescent,,,,,,,,,
Twelvetrees Crescent,51.52272,-0.01019,1.0,490013859S,"323, D8",twelvetrees crescent,,,,,,,,,
Twickenham / Albany,51.44942,-0.33161,1.0,490013861A,,twickenham / albany,,,,,,,,,
Twickenham Golf Centre,51.4373,-0.37189,1.0,490013868W,"290, 490",twickenham golf centre,,,,,,,,,
Twickenham Golf Centre,51.43747,-0.37147,1.0,490013868E,"290, 490",twickenham golf centre,,,,,,,,,
Twickenham Green,51.4439,-0.34089,1.0,490013869S,"267, 281, 290, 490, 681, H22, N22, R70",twickenham green,,,,,,,,,
Twickenham Green,51.44393,-0.34092,1.0,490013869N,"267, 281, 290, 681, N22, R70",twickenham green,,,,,,,,,
Twickenham Green,51.44438,-0.34197,1.0,490013869W,"490, H22",twickenham green,,,,,,,,,
Twickenham Green,51.4446,-0.34124,1.0,490013869E,"490, H22",twickenham green,,,,,,,,,
Twickenham Rail Station,51.450031,-0.330394,0.0,910GTWCKNHM,"290, South Western Railway",twickenham rail station,,,,,,,,,
Twickenham Rd / West Middlesex Hospital,51.47437,-0.32706,1.0,490014493S,"117, 267, 481, H22, H28",twickenham rd / west middlesex hospital,,,,,,,,,
Twickenham Rd / West Middlesex Hospital,51.47524,-0.32629,1.0,490014493N,"267, H28",twickenham rd / west middlesex hospital,,,,,,,,,
Twickenham Road,51.4366,-0.37666,1.0,490007764W2,"290, 490",twickenham road,,,,,,,,,
Twickenham Road,51.43671,-0.37662,1.0,490007764E1,"290, 490",twickenham road,,,,,,,,,
Twickenham Road Richmond,51.46445,-0.30535,1.0,490018789W,,twickenham road richmond,,,,,,,,,
Twickenham Stadium,51.45467,-0.3398,1.0,490013873W,"110, 281, 481, 681",twickenham stadium,,,,,,,,,
Twickenham Stadium,51.45498,-0.33925,1.0,490013873W2,"110, 281, 481, 681",twickenham stadium,,,,,,,,,
Twickenham Stadium Rugby Special,51.45877,-0.3406,1.0,490018508N,,twickenham stadium rugby special,,,,,,,,,
Twickenham Stadium Rugby Special,51.45921,-0.341,1.0,490018508E,"110, 281, 481, 681",twickenham stadium rugby special,,,,,,,,,
Twickenham Stadium Rugby Special,51.45937,-0.3396,1.0,490018508W,,twickenham stadium rugby special,,,,,,,,,
Twickenham Station,51.45017,-0.33111,1.0,490013861B,"267, 281, 681, H22",twickenham station,,,,,,,,,
Twickenham Station,51.45018,-0.33088,1.0,490013861C,"267, 281, H22",twickenham station,,,,,,,,,
Twickenham Station,51.4503,-0.32968,1.0,4900TWCKNHM1,,twickenham station,,,,,,,,,
Twickenham Tesco,51.45904,-0.33971,1.0,490013876S,"481, H20",twickenham tesco,,,,,,,,,
Twickenham Trading Estate,51.45657,-0.33993,1.0,490018533S,481,twickenham trading estate,,,,,,,,,
Twickenham Trading Estate,51.45684,-0.34047,1.0,490018533N,481,twickenham trading estate,,,,,,,,,
Twin Bridges Business Park,51.356,-0.09224,1.0,490004802N,"403, 412",twin bridges business park,,,,,,,,,
Twyford Abbey Road,51.53217,-0.28731,1.0,490016718W,226,twyford abbey road,,,,,,,,,
Twyford Abbey Road,51.53441,-0.28108,1.0,490013877W,224,twyford abbey road,,,,,,,,,
Twyford Abbey Road,51.53478,-0.28002,1.0,490013877E,224,twyford abbey road,,,,,,,,,
Twyford Avenue,51.50856,-0.28204,1.0,490013879W,"207, N207, N7",twyford avenue,,,,,,,,,
Twyford Avenue,51.50865,-0.2815,1.0,490013879R,"207, N207, N7",twyford avenue,,,,,,,,,
Twyford Avenue,51.59008,-0.16003,1.0,490013880L,"102, 234, 603, 653",twyford avenue,,,,,,,,,
Twyford Avenue,51.59025,-0.1593,1.0,490012392E,"102, 234, 603, 653",twyford avenue,,,,,,,,,
Twyford Crescent,51.50915,-0.2811,1.0,490013882S,218,twyford crescent,,,,,,,,,
Twyford Crescent,51.50933,-0.28126,1.0,490013882N,218,twyford crescent,,,,,,,,,
,,,,,,,elizabeth,Elizabeth line,elizabeth-line,910GTWYFORD,Twyford Rail Station,51.475534,-0.863293,"['national-rail', 'elizabeth-line']",twyford rail station
Tyburn Lane,51.57759,-0.33355,1.0,490010958S,"182, 186, 223, 258, 483, H14, H17, H18, H19, N18",tyburn lane,,,,,,,,,
Tyburn Lane,51.57765,-0.33377,1.0,490010958N,"182, 186, 223, 258, 483, H14, H17, H18, N18",tyburn lane,,,,,,,,,
Tyers Street,51.49113,-0.11754,1.0,490016271W,360,tyers street,,,,,,,,,
Tyers Street,51.49124,-0.11742,1.0,490016271E,360,tyers street,,,,,,,,,
Tylecroft Road,51.40765,-0.12159,1.0,490013884G,"109, N109",tylecroft road,,,,,,,,,
Tylecroft Road,51.40822,-0.12174,1.0,490013884F,"109, N109",tylecroft road,,,,,,,,,
Tyler Street,51.48528,0.00559,1.0,490005224L,"129, 177, 188, 286, 386, N1",tyler street,,,,,,,,,
Tyler Street,51.48553,0.00622,1.0,490004081J,"129, 177, 188, 286, 386, N1",tyler street,,,,,,,,,
Tylney Road,51.40071,0.03612,1.0,490013886S,336,tylney road,,,,,,,,,
Tyrawley Road,51.47747,-0.19231,1.0,490013888N,"11, 28, 295, 306, 424, N11, N28",tyrawley road,,,,,,,,,
Tyrawley Road,51.4778,-0.19233,1.0,490013888S,"11, 28, 295, 306, 424, N11, N28",tyrawley road,,,,,,,,,
Tyrwhitt Road,51.46235,-0.02531,1.0,490013889W,484,tyrwhitt road,,,,,,,,,
Tyrwhitt Road,51.4625,-0.02614,1.0,490013889E,484,tyrwhitt road,,,,,,,,,
Tyrwhitt Road / St Johns Station,51.46762,-0.02298,1.0,490013890W,"136, 21, 321, 436, N136, N21",tyrwhitt road / st johns station,,,,,,,,,
Tysea Hill,51.626868,0.187642,1.0,150021001016,375,tysea hill,,,,,,,,,
Tysea Hill,51.627014,0.186999,1.0,150021001015,375,tysea hill,,,,,,,,,
Tysoe Street,51.52623,-0.10962,1.0,490013891N,"19, 341, 38, N19, N38, N41",tysoe street,,,,,,,,,
U E L Stratford Campus,51.54325,0.00905,1.0,490013391S,308,u e l stratford campus,,,,,,,,,
U E L Stratford Campus,51.54398,0.00822,1.0,490013391N,308,u e l stratford campus,,,,,,,,,
Uel & Bobby Moore Academy - School,51.53577,-0.01402,1.0,490002119Y,339,uel & bobby moore academy - school,,,,,,,,,
Uel & Bobby Moore Academy - School,51.53708,-0.0103,1.0,490002119Z,,uel & bobby moore academy - school,,,,,,,,,
Uel Docklands Campus,51.50712,0.07103,1.0,490020200S,"474, SL2",uel docklands campus,,,,,,,,,
Uel Docklands Campus,51.50714,0.0708,1.0,490020200W,"474, SL2",uel docklands campus,,,,,,,,,
Ufton Road,51.54299,-0.08356,1.0,490006593W,76,ufton road,,,,,,,,,
Ufton Road,51.54312,-0.08392,1.0,490006593E,76,ufton road,,,,,,,,,
Ullathorne Road,51.42862,-0.1442,1.0,490011220W,G1,ullathorne road,,,,,,,,,
Ullathorne Road,51.42871,-0.14405,1.0,490011220E,G1,ullathorne road,,,,,,,,,
Ullathorne Road / Colson Way,51.42873,-0.14104,1.0,490002347HW,G1,ullathorne road / colson way,,,,,,,,,
Ullathorne Road / Colson Way,51.4288,-0.14127,1.0,490002347HE,G1,ullathorne road / colson way,,,,,,,,,
Ulster Gardens,51.61609,-0.09181,1.0,490013893W,"102, 34, W4",ulster gardens,,,,,,,,,
Ulster Gardens,51.61636,-0.09251,1.0,490013893E,"102, 34",ulster gardens,,,,,,,,,
Ulundi Road,51.48131,0.00846,1.0,490013894S,386,ulundi road,,,,,,,,,
Ulundi Road,51.48195,0.00821,1.0,490013894N,386,ulundi road,,,,,,,,,
Undercliff Road,51.46601,-0.0196,1.0,490013896E,"136, 21, 321, 436, N136, N21",undercliff road,,,,,,,,,
Undercliff Road,51.4667,-0.02161,1.0,490013896W,"136, 21, 321, 436, N136, N21",undercliff road,,,,,,,,,
Underhill,51.64742,-0.19243,1.0,490013904S,"389, 606",underhill,,,,,,,,,
Underhill,51.64779,-0.19196,1.0,490013897Z,326,underhill,,,,,,,,,
Underhill,51.6478,-0.19179,1.0,490013897W,"107, 234, 263, 307, 326, 34, 384, 389, 606, 634, N20",underhill,,,,,,,,,
Underhill,51.64814,-0.19136,1.0,490013897N,"107, 234, 263, 307, 326, 34, 384, 389, 606, 634, N20",underhill,,,,,,,,,
Underhill Road,51.44352,-0.066,1.0,490013899S,"363, N63",underhill road,,,,,,,,,
Underhill Road,51.45389,-0.06976,1.0,490013900S,"12, 197",underhill road,,,,,,,,,
Underhill Road,51.4549,-0.06913,1.0,490013900N,"12, 197",underhill road,,,,,,,,,
Underhill Road / Melford Road,51.44394,-0.0661,1.0,490013899N,"363, N63, P13",underhill road / melford road,,,,,,,,,
Underwood Road,51.52121,-0.06401,1.0,490013905S,D3,underwood road,,,,,,,,,
Uneeda Drive,51.53993,-0.34431,1.0,490013906N,"105, 92, E6",uneeda drive,,,,,,,,,
Unicorn Theatre,51.50355,-0.08032,1.0,490016580M,"343, 381, 47, N199, N381",unicorn theatre,,,,,,,,,
Unicorn Theatre,51.50357,-0.07997,1.0,490016580H,"343, 381, 47, N199, N381",unicorn theatre,,,,,,,,,
Union Road,51.4684,-0.12728,1.0,490013907N,"155, 345, 50, 88, N155, P5",union road,,,,,,,,,
Union Road,51.46961,-0.12553,1.0,490013907S,"155, 345, 50, 88, N155, P5",union road,,,,,,,,,
Union Road,51.47191,-0.13589,1.0,490013908N,"452, 77, 87, N87",union road,,,,,,,,,
Union Road,51.47245,-0.13474,1.0,490013908S,"452, 77, 87, N87",union road,,,,,,,,,
Union Street,51.5024,-0.09222,1.0,490013910H,"133, 21, 343, 35, N133, N21, N343",union street,,,,,,,,,
Union Street,51.50304,-0.09203,1.0,490013910G,"133, 21, 343, 35, N133, N21, N343",union street,,,,,,,,,
Union Street,51.65293,-0.20844,1.0,490013909W,"107, 263, 307, 384, 606, 634, N20",union street,,,,,,,,,
Union Street,51.65304,-0.20731,1.0,490013909E,"107, 263, 307, 384, 606, 634, N20",union street,,,,,,,,,
Union Street,51.65332,-0.20698,1.0,490018796S,"107, 263, 307, 384, 606, 634, N20",union street,,,,,,,,,
United Reformed Church,51.59905,-0.13561,1.0,490002362HW,184,united reformed church,,,,,,,,,
United States Embassy,51.48271,-0.1337,1.0,490006515S,"156, 344, 436",united states embassy,,,,,,,,,
United States Embassy,51.48328,-0.13365,1.0,490006515E,"156, 344, 436",united states embassy,,,,,,,,,
University Coll Hosp / Warren St Stn,51.52522,-0.13671,1.0,4900020147W,"18, 205, 30, 390, 73, N20, N205, N5, N73",university coll hosp / warren st stn,,,,,,,,,
University College Hospital / Euston Rd,51.52519,-0.13714,1.0,490000252E,134,university college hospital / euston rd,,,,,,,,,
University College London Observatory,51.61469,-0.24175,1.0,490005991Q,"113, N113",university college london observatory,,,,,,,,,
University College London Observatory,51.61495,-0.24226,1.0,490005991P,"113, N113",university college london observatory,,,,,,,,,
University of Cumbria In London,51.51122,-0.02425,1.0,490013965W,"115, 15, D6, N15, N551",university of cumbria in london,,,,,,,,,
University of Cumbria In London,51.51146,-0.02512,1.0,490013965E,"115, 15, D6, N15, N551",university of cumbria in london,,,,,,,,,
University of Greenwich / Mansion Site,51.4518,0.07569,1.0,490003505E,"132, 162, 286, 624, 658, 660, B15, N21",university of greenwich / mansion site,,,,,,,,,
University of Greenwich / Southwood Site,51.44595,0.08158,1.0,490003506N,"162, 286",university of greenwich / southwood site,,,,,,,,,
University of Greenwich / Southwood Site,51.44764,0.08139,1.0,490003506S,"162, 286",university of greenwich / southwood site,,,,,,,,,
University of Westminster,51.57776,-0.32625,1.0,490015197O,"182, 483, N18",university of westminster,,,,,,,,,
Upham Park Road,51.49219,-0.2518,1.0,490005207QQ,190,upham park road,,,,,,,,,
Uphill Road,51.61769,-0.24515,1.0,490013917T,251,uphill road,,,,,,,,,
Uphill Road,51.61833,-0.24489,1.0,490013917U,251,uphill road,,,,,,,,,
Upland Road,51.36008,-0.09781,1.0,490013920S,"312, 407, 466, 60, N68",upland road,,,,,,,,,
Upland Road,51.36057,-0.0981,1.0,490013920N,"312, 407, 466, 60, N68",upland road,,,,,,,,,
Upland Road,51.44646,-0.07202,1.0,490013919S,"176, 185, 197",upland road,,,,,,,,,
Upland Road,51.44694,-0.07242,1.0,490013919N,"176, 185, 197",upland road,,,,,,,,,
Upland Road,51.45656,-0.06782,1.0,490013918S,"12, 197",upland road,,,,,,,,,
Upland Road,51.45751,-0.06725,1.0,490013918N,"12, 197",upland road,,,,,,,,,
Uplands,51.40348,-0.03003,1.0,490013921S,"352, 367",uplands,,,,,,,,,
Uplands,51.40385,-0.03009,1.0,490013921N,"352, 367",uplands,,,,,,,,,
Uplands Road,51.58081,-0.1115,1.0,490013922N,W5,uplands road,,,,,,,,,
Upminster,51.558659,0.250855,0.0,HUBUPM,"248, 346, 370, 646, 652, District, Liberty, c2c",upminster,,,,,,,,,
Upminster Bridge Station,51.55905,0.23537,1.0,490000243A,"248, 370, 646, 652",upminster bridge station,,,,,,,,,
Upminster Bridge Station,51.55906,0.23589,1.0,490000243B,"248, 370, 646, 652",upminster bridge station,,,,,,,,,
Upminster Bridge Station,51.55908,0.23508,1.0,490000243Z,,upminster bridge station,,,,,,,,,
Upminster Bridge Station,51.55924,0.23515,1.0,490000243Y,,upminster bridge station,,,,,,,,,
,,,,,,,district,District,tube,940GZZLUUPB,Upminster Bridge Underground Station,51.55856,0.235809,['tube'],upminster bridge underground station
Upminster Park Estate,51.57067,0.2689,1.0,490013923N,"248, 346",upminster park estate,,,,,,,,,
,,,,,,,liberty,Liberty,overground,910GUPMNSTR,Upminster Rail Station,51.559018,0.25088,"['national-rail', 'overground']",upminster rail station
Upminster Station,51.5585,0.25006,1.0,490000242A,"248, 346, 370, 646, 652",upminster station,,,,,,,,,
Upminster Station,51.55938,0.25059,1.0,490000242U,"248, 346",upminster station,,,,,,,,,
Upminster Station Forecourt,51.55862,0.25165,1.0,490019452E,"370, 646",upminster station forecourt,,,,,,,,,
Upminster Stn   / St Lawrence Road,51.55766,0.24986,1.0,490015474C,"248, 346, 370, 646, 652",upminster stn   / st lawrence road,,,,,,,,,
Upminster Stn   / St Lawrence Road,51.55791,0.24994,1.0,490015474B,370,upminster stn   / st lawrence road,,,,,,,,,
Upminster Tithe Barn Museum,51.56619,0.25493,1.0,490013925S,"248, 346",upminster tithe barn museum,,,,,,,,,
Upminster Tithe Barn Museum,51.56722,0.25551,1.0,490013925N,"248, 346",upminster tithe barn museum,,,,,,,,,
,,,,,,,district,District,tube,940GZZLUUPM,Upminster Underground Station,51.559063,0.250882,['tube'],upminster underground station
Upminster Windmill,51.55767,0.24237,1.0,490013926E,"248, 370, 646, 652",upminster windmill,,,,,,,,,
Upminster Windmill,51.55768,0.24181,1.0,490013926W,"248, 370, 646, 652",upminster windmill,,,,,,,,,
Upney Station,51.53782,0.1022,1.0,490000244B,62,upney station,,,,,,,,,
Upney Station,51.53842,0.1016,1.0,490000244A,62,upney station,,,,,,,,,
Upney Underground Station,51.538372,0.10153,0.0,940GZZLUUPY,"62, District",upney underground station,district,District,tube,940GZZLUUPY,Upney Underground Station,51.538372,0.10153,"['bus', 'tube']",upney underground station
Upper Beulah Hill,51.4119,-0.08809,1.0,490013929N,"196, 249, 468, N68, SL6",upper beulah hill,,,,,,,,,
Upper Beulah Hill,51.41248,-0.08762,1.0,490013929W,,upper beulah hill,,,,,,,,,
Upper Beulah Hill,51.41267,-0.0888,1.0,490013929S,"196, 249, 468, N68, SL6",upper beulah hill,,,,,,,,,
Upper Beulah Hill,51.41267,-0.08607,1.0,490013929E,,upper beulah hill,,,,,,,,,
Upper Brentwood Road,51.58158,0.20933,1.0,490012422E,294,upper brentwood road,,,,,,,,,
Upper Brentwood Road,51.59149,0.21086,1.0,490013930S,"174, 496, 498, 674, N86",upper brentwood road,,,,,,,,,
Upper Brentwood Road,51.59151,0.21052,1.0,490013930E,"174, 496, 498, 674, 686, N86",upper brentwood road,,,,,,,,,
Upper Clapton Road,51.56585,-0.05897,1.0,490016291W,393,upper clapton road,,,,,,,,,
Upper Clapton Road,51.56603,-0.06128,1.0,490016292E,393,upper clapton road,,,,,,,,,
Upper Clapton Road / Brooke Road,51.55977,-0.05658,1.0,490004451O,"106, 253, 254, 393, N253",upper clapton road / brooke road,,,,,,,,,
Upper Elmers End Road,51.38815,-0.02392,1.0,490013932N,"358, SL5",upper elmers end road,,,,,,,,,
Upper Green East,51.4051,-0.16331,1.0,490009949L,"264, 270, 355, 45, N133",upper green east,,,,,,,,,
Upper Green East,51.4051,-0.16301,1.0,490009949J,"264, 45, N133",upper green east,,,,,,,,,
Upper High Street / the Odeon,51.334441,-0.261713,1.0,40004406049B,166,upper high street / the odeon,,,,,,,,,
Upper High Street / the Odeon,51.33448,-0.260678,1.0,40004406049A,166,upper high street / the odeon,,,,,,,,,
Upper Holloway Rail Station,51.563631,-0.129513,0.0,910GUPRHLWY,"17, 263, 43, N271, N41, Suffragette",upper holloway rail station,suffragette,Suffragette,overground,910GUPRHLWY,Upper Holloway Rail Station,51.563631,-0.129513,"['overground', 'bus']",upper holloway rail station
Upper Holloway Station,51.56379,-0.12926,0.0,4900UPRHLWY2,,upper holloway station,,,,,,,,,
Upper Holloway Station,51.56389,-0.12963,1.0,490001302T,"17, 263, 43, N271, N41",upper holloway station,,,,,,,,,
Upper Holloway Station,51.56393,-0.1297,0.0,4900UPRHLWY1,,upper holloway station,,,,,,,,,
Upper Holloway Station,51.56398,-0.1295,1.0,490001302S,"17, 263, 43, N271, N41",upper holloway station,,,,,,,,,
Upper North Street,51.51074,-0.02038,1.0,490013936W,"115, 15, D6, N15, N551",upper north street,,,,,,,,,
Upper North Street,51.5109,-0.02141,1.0,490013936E,"115, 15, D6, N15, N551",upper north street,,,,,,,,,
Upper Norwood Recreation Ground,51.41689,-0.08901,1.0,490013938E,450,upper norwood recreation ground,,,,,,,,,
Upper Park,51.642545,0.049412,1.0,150042010003,"20, 397, W14",upper park,,,,,,,,,
Upper Park Road,51.54875,-0.16172,1.0,490013939S,"1, C11, N5",upper park road,,,,,,,,,
Upper Park Road,51.54922,-0.1628,1.0,490013939N,"1, C11, N5",upper park road,,,,,,,,,
Upper Richmond Road,51.45605,-0.20443,1.0,490012985EH,"170, 670",upper richmond road,,,,,,,,,
Upper Richmond Road,51.45651,-0.20335,1.0,490012985EG,"170, 670",upper richmond road,,,,,,,,,
Upper Road / Grange Road,51.52596,0.01802,1.0,490013943S,69,upper road / grange road,,,,,,,,,
Upper Shirley Road,51.37375,-0.05526,1.0,490013945W,"119, 194, 198, 689",upper shirley road,,,,,,,,,
Upper Shirley Road,51.37392,-0.05459,1.0,490013945E,"119, 194, 198, 689",upper shirley road,,,,,,,,,
Upper Street / Laycock Street,51.54427,-0.10322,1.0,490000108G,"19, 30, 4, 43, N19, N277, N41",upper street / laycock street,,,,,,,,,
Upper Sutton Lane,51.47924,-0.3719,1.0,490013946S,H28,upper sutton lane,,,,,,,,,
Upper Sutton Lane,51.48002,-0.37239,1.0,490013946N,H28,upper sutton lane,,,,,,,,,
Upper Tooting Park,51.43864,-0.15658,1.0,490013949N,"155, 249, 355, N155",upper tooting park,,,,,,,,,
Upper Tooting Park,51.43911,-0.15604,1.0,490013949S,"155, 249, 355, N155",upper tooting park,,,,,,,,,
Upper Tooting Park,51.43998,-0.16425,1.0,490013948S,"219, 319",upper tooting park,,,,,,,,,
Upper Tulse Hill,51.44458,-0.11121,1.0,490013950S,"2, 201, 415, 432, N2",upper tulse hill,,,,,,,,,
Upper Tulse Hill,51.44533,-0.11203,1.0,490013950N,"2, 201, 415, 432, N2",upper tulse hill,,,,,,,,,
Upper Wickham Lane / Burnell Avenue,51.46484,0.10928,1.0,490004601S,"96, B15",upper wickham lane / burnell avenue,,,,,,,,,
Upper Wickham Lane / Burnell Avenue,51.46513,0.10944,1.0,490004601N,"96, B15",upper wickham lane / burnell avenue,,,,,,,,,
