Start,End,Frequency,Route
Buckhurst Hill,Highgate,1,Buckhurst Hill - Highgate
Buckhurst Hill,Euston,1,Buckhurst Hill - Euston
Buckhurst Hill,East Ham,1,Buckhurst Hill - East Ham
Buckhurst Hill,Bethnal Green,1,Buckhurst Hill - Bethnal Green
Buckhurst Hill,Barking,1,Buckhurst Hill - Barking
Buckhurst Hill,Bank,1,Buckhurst Hill - Bank
Bruce Grove,Hyde Park Corner,1,Bruce Grove - Hyde Park Corner
Buckhurst Hill,Oxford Circus,1,Buckhurst Hill - Oxford Circus
Bruce Grove,Finchley Road,1,Bruce Grove - Finchley Road
Bruce Grove,Camden Town,1,Bruce Grove - Camden Town
Brondesbury Park,Vauxhall,1,Brondesbury Park - Vauxhall
Brockley,Peckham Rye,1,Brockley - Peckham Rye
Brondesbury Park,Pimlico,1,Brondesbury Park - Pimlico
Brondesbury Park,Golders Green,1,Brondesbury Park - Golders Green
Brondesbury,Stockwell,1,Brondesbury - Stockwell
Brondesbury,Richmond,1,Brondesbury - Richmond
Brondesbury,Clapham Junction,1,Brondesbury - Clapham Junction
Brondesbury,Canada Water,1,Brondesbury - Canada Water
Brondesbury,Aldgate East,1,Brondesbury - Aldgate East
Brixton,Marble Arch,1,Brixton - Marble Arch
Brixton,Mile End,1,Brixton - Mile End
Brixton,North Acton,1,Brixton - North Acton
Brixton,Notting Hill Gate,1,Brixton - Notting Hill Gate
Buckhurst Hill,Kilburn High Road,1,Buckhurst Hill - Kilburn High Road
Brockley,Maidenhead,1,Brockley - Maidenhead
Brockley,London Bridge,1,Brockley - London Bridge
Brockley,Kilburn,1,Brockley - Kilburn
Brockley,Goodge Street,1,Brockley - Goodge Street
Brockley,Clapham North,1,Brockley - Clapham North
Brockley,Chingford,1,Brockley - Chingford
Brixton,White City,1,Brixton - White City
Brixton,Wembley Park,1,Brixton - Wembley Park
Brixton,Waterloo,1,Brixton - Waterloo
Brixton,Walthamstow Central,1,Brixton - Walthamstow Central
Brixton,Vauxhall,1,Brixton - Vauxhall
Brixton,Upton Park,1,Brixton - Upton Park
Brockley,Northfields,1,Brockley - Northfields
Brixton,Upney,1,Brixton - Upney
Brixton,South Woodford,1,Brixton - South Woodford
Brixton,Shepherds Bush,1,Brixton - Shepherds Bush
Brixton,Russell Square,1,Brixton - Russell Square
Brixton,Ravenscourt Park,1,Brixton - Ravenscourt Park
Brixton,Queensbury,1,Brixton - Queensbury
Brixton,Plaistow,1,Brixton - Plaistow
Brixton,Parsons Green,1,Brixton - Parsons Green
Brixton,Paddington,1,Brixton - Paddington
Bushey,Wembley Park,1,Bushey - Wembley Park
Caledonian Road,Clapham Junction,1,Caledonian Road - Clapham Junction
Baker Street,Leyton Midland Road,1,Baker Street - Leyton Midland Road
Baker Street,North Greenwich,1,Baker Street - North Greenwich
Baker Street,Temple,1,Baker Street - Temple
Baker Street,Manor Park,1,Baker Street - Manor Park
Baker Street,Sudbury Town,1,Baker Street - Sudbury Town
Baker Street,Southfields,1,Baker Street - Southfields
Baker Street,South Wimbledon,1,Baker Street - South Wimbledon
Baker Street,South Kensington,1,Baker Street - South Kensington
Baker Street,Ravenscourt Park,1,Baker Street - Ravenscourt Park
Baker Street,Queens Park,1,Baker Street - Queens Park
Baker Street,Pinner,1,Baker Street - Pinner
Baker Street,Paddington,1,Baker Street - Paddington
Baker Street,Norwood Junction,1,Baker Street - Norwood Junction
Baker Street,New Cross Gate,1,Baker Street - New Cross Gate
Baker Street,Tottenham Court Road,1,Baker Street - Tottenham Court Road
Baker Street,Moorgate,1,Baker Street - Moorgate
Baker Street,Monument,1,Baker Street - Monument
Baker Street,Southwark,1,Baker Street - Southwark
Arsenal,Tower Hill,1,Arsenal - Tower Hill
Arsenal,Queensbury,1,Arsenal - Queensbury
Arsenal,Oxford Circus,1,Arsenal - Oxford Circus
Archway,Euston NR,1,Archway - Euston NR
Archway,Euston,1,Archway - Euston
Archway,Elephant & Castle,1,Archway - Elephant & Castle
Archway,Camden Town,1,Archway - Camden Town
Archway,Bond Street,1,Archway - Bond Street
Baker Street,Tooting Broadway,1,Baker Street - Tooting Broadway
Baker Street,Uxbridge,1,Baker Street - Uxbridge
Bethnal Green,Kennington,1,Bethnal Green - Kennington
Baker Street,Acton Town,1,Baker Street - Acton Town
Baker Street,Edmonton Green,1,Baker Street - Edmonton Green
Baker Street,Earls Court,1,Baker Street - Earls Court
Baker Street,Dagenham Heathway,1,Baker Street - Dagenham Heathway
Baker Street,Charing Cross,1,Baker Street - Charing Cross
Baker Street,Chancery Lane,1,Baker Street - Chancery Lane
Baker Street,Canary Wharf,1,Baker Street - Canary Wharf
Baker Street,Caledonian Road & Barnsbury,1,Baker Street - Caledonian Road & Barnsbury
Baker Street,Burnt Oak,1,Baker Street - Burnt Oak
Baker Street,Brixton,1,Baker Street - Brixton
Baker Street,Bounds Green,1,Baker Street - Bounds Green
Baker Street,Barking,1,Baker Street - Barking
Arsenal,Willesden Junction,1,Arsenal - Willesden Junction
Baker Street,Walthamstow Central,1,Baker Street - Walthamstow Central
Baker Street,East Finchley,1,Baker Street - East Finchley
Arsenal,Turnham Green,1,Arsenal - Turnham Green
Baker Street,London Bridge,1,Baker Street - London Bridge
Baker Street,Mansion House,1,Baker Street - Mansion House
Baker Street,Woolwich Arsenal DLR,1,Baker Street - Woolwich Arsenal DLR
Baker Street,Wimbledon,1,Baker Street - Wimbledon
Baker Street,West Brompton,1,Baker Street - West Brompton
Baker Street,Wembley Park,1,Baker Street - Wembley Park
Baker Street,Watford Junction,1,Baker Street - Watford Junction
Baker Street,Wapping,1,Baker Street - Wapping
Baker Street,Wanstead,1,Baker Street - Wanstead
Archway,Bethnal Green,1,Archway - Bethnal Green
Angel,West Hampstead LO,1,Angel - West Hampstead LO
Angel,Waterloo,1,Angel - Waterloo
Archway,Victoria,1,Archway - Victoria
Arnos Grove,Victoria,1,Arnos Grove - Victoria
Arnos Grove,Ravenscourt Park,1,Arnos Grove - Ravenscourt Park
Arnos Grove,Leyton,1,Arnos Grove - Leyton
Arnos Grove,Kings Cross St Pancras,1,Arnos Grove - Kings Cross St Pancras
Arnos Grove,Holloway Road,1,Arnos Grove - Holloway Road
Arnos Grove,Heron Quays,1,Arnos Grove - Heron Quays
Arnos Grove,Dalston Junction,1,Arnos Grove - Dalston Junction
Arnos Grove,Clapham South,1,Arnos Grove - Clapham South
Arnos Grove,Camden Town,1,Arnos Grove - Camden Town
Archway,Woodside Park,1,Archway - Woodside Park
Archway,Walthamstow Central,1,Archway - Walthamstow Central
Archway,Tottenham Hale,1,Archway - Tottenham Hale
Angel,Wapping,1,Angel - Wapping
Archway,Tooting Bec,1,Archway - Tooting Bec
Archway,Sydenham SR,1,Archway - Sydenham SR
Archway,South Ealing,1,Archway - South Ealing
Archway,Rickmansworth,1,Archway - Rickmansworth
Archway,Oxford Circus,1,Archway - Oxford Circus
Archway,Leicester Square,1,Archway - Leicester Square
Archway,Kings Cross St Pancras,1,Archway - Kings Cross St Pancras
Archway,Hoxton,1,Archway - Hoxton
Balham,Baker Street,1,Balham - Baker Street
Canary Wharf,Stepney Green,1,Canary Wharf - Stepney Green
Bethnal Green,Hainault,1,Bethnal Green - Hainault
Arnos Grove,Walthamstow Central,1,Arnos Grove - Walthamstow Central
Arnos Grove,Westminster,1,Arnos Grove - Westminster
Arsenal,Bank,1,Arsenal - Bank
Arsenal,Bond Street,1,Arsenal - Bond Street
Angel,Vauxhall,1,Angel - Vauxhall
Angel,Swiss Cottage,1,Angel - Swiss Cottage
Angel,Stratford,1,Angel - Stratford
Archway,Gloucester Road,1,Archway - Gloucester Road
Angel,Stamford Brook,1,Angel - Stamford Brook
Angel,Putney Bridge,1,Angel - Putney Bridge
Angel,Piccadilly Circus,1,Angel - Piccadilly Circus
Angel,Paddington,1,Angel - Paddington
Angel,Oxford Circus,1,Angel - Oxford Circus
Angel,Northolt,1,Angel - Northolt
Angel,North Greenwich,1,Angel - North Greenwich
Angel,New Cross Gate,1,Angel - New Cross Gate
Angel,Marylebone,1,Angel - Marylebone
Angel,Liverpool Street,1,Angel - Liverpool Street
Angel,Kew Gardens,1,Angel - Kew Gardens
Angel,Holborn,1,Angel - Holborn
Angel,High Street Kensington,1,Angel - High Street Kensington
Angel,Slough,1,Angel - Slough
Archway,Hammersmith D&P,1,Archway - Hammersmith D&P
Archway,Harrow-on-the-Hill,1,Archway - Harrow-on-the-Hill
Archway,Highams Park,1,Archway - Highams Park
Arsenal,Liverpool St NR,1,Arsenal - Liverpool St NR
Arsenal,Kings Cross St Pancras,1,Arsenal - Kings Cross St Pancras
Bethnal Green,Gidea Park,1,Bethnal Green - Gidea Park
Bermondsey,East Acton,1,Bermondsey - East Acton
Bermondsey,Clapham Common,1,Bermondsey - Clapham Common
Dalston Junction,Peckham Rye,1,Dalston Junction - Peckham Rye
Dalston Kingsland,Canary Wharf,1,Dalston Kingsland - Canary Wharf
Dagenham Heathway,St Pauls,1,Dagenham Heathway - St Pauls
Dagenham Heathway,Tottenham Court Road,1,Dagenham Heathway - Tottenham Court Road
Dalston Kingsland,Balham,1,Dalston Kingsland - Balham
Dalston Junction,White City,1,Dalston Junction - White City
Dalston Junction,Westferry,1,Dalston Junction - Westferry
Dalston Junction,Westbourne Park,1,Dalston Junction - Westbourne Park
Dalston Junction,Upton Park,1,Dalston Junction - Upton Park
Dalston Junction,Upminster,1,Dalston Junction - Upminster
Dalston Junction,Tufnell Park,1,Dalston Junction - Tufnell Park
Dalston Junction,Stratford,1,Dalston Junction - Stratford
Dalston Junction,Oxford Circus,1,Dalston Junction - Oxford Circus
Dagenham East,Earls Court,1,Dagenham East - Earls Court
Dalston Junction,London Bridge,1,Dalston Junction - London Bridge
Dalston Junction,Liverpool Street,1,Dalston Junction - Liverpool Street
Dagenham Heathway,Stratford,1,Dagenham Heathway - Stratford
Dalston Junction,Holborn,1,Dalston Junction - Holborn
Dalston Junction,Green Park,1,Dalston Junction - Green Park
Dalston Junction,Farringdon,1,Dalston Junction - Farringdon
Dalston Junction,Euston,1,Dalston Junction - Euston
Dalston Junction,Clapham Junction,1,Dalston Junction - Clapham Junction
Dalston Junction,Canonbury,1,Dalston Junction - Canonbury
Dalston Junction,Bank,1,Dalston Junction - Bank
Dalston Junction,Baker Street,1,Dalston Junction - Baker Street
Dagenham East,Wimbledon Park,1,Dagenham East - Wimbledon Park
Dagenham East,Embankment,1,Dagenham East - Embankment
Dollis Hill,Fulham Broadway,1,Dollis Hill - Fulham Broadway
Dagenham Heathway,Bromley-by-Bow,1,Dagenham Heathway - Bromley-by-Bow
Dalston Kingsland,Becontree,1,Dalston Kingsland - Becontree
Dagenham Heathway,Seven Sisters,1,Dagenham Heathway - Seven Sisters
Dagenham Heathway,Pontoon Dock DLR,1,Dagenham Heathway - Pontoon Dock DLR
Dagenham Heathway,Piccadilly Circus,1,Dagenham Heathway - Piccadilly Circus
Dagenham Heathway,North Greenwich,1,Dagenham Heathway - North Greenwich
Dagenham Heathway,Limehouse DLR,1,Dagenham Heathway - Limehouse DLR
Dagenham Heathway,Kings Cross St Pancras,1,Dagenham Heathway - Kings Cross St Pancras
Dagenham Heathway,Heathrow Terminal 5,1,Dagenham Heathway - Heathrow Terminal 5
Dagenham Heathway,Edgware,1,Dagenham Heathway - Edgware
Dagenham Heathway,Clapham Junction,1,Dagenham Heathway - Clapham Junction
Dagenham Heathway,Canary Wharf DLR,1,Dagenham Heathway - Canary Wharf DLR
Dagenham Heathway,Blackfriars,1,Dagenham Heathway - Blackfriars
Dagenham East,Epping,1,Dagenham East - Epping
Dagenham Heathway,Southgate,1,Dagenham Heathway - Southgate
Dagenham Heathway,Bank,1,Dagenham Heathway - Bank
Dagenham East,Westminster,1,Dagenham East - Westminster
Dagenham East,Victoria,1,Dagenham East - Victoria
Dagenham East,Upminster,1,Dagenham East - Upminster
Dagenham East,Tower Hill,1,Dagenham East - Tower Hill
Dagenham East,Tooting Broadway,1,Dagenham East - Tooting Broadway
Dagenham East,Stockwell,1,Dagenham East - Stockwell
Dagenham East,Oxford Circus,1,Dagenham East - Oxford Circus
Dagenham East,Holborn,1,Dagenham East - Holborn
Dagenham East,Forest Hill,1,Dagenham East - Forest Hill
Dalston Junction,Amersham,1,Dalston Junction - Amersham
Dagenham Heathway,Walthamstow Central,1,Dagenham Heathway - Walthamstow Central
Dagenham Heathway,Victoria,1,Dagenham Heathway - Victoria
East Finchley,Dalston Kingsland,1,East Finchley - Dalston Kingsland
Earls Court,Colindale,1,Earls Court - Colindale
Earls Court,Clapham South,1,Earls Court - Clapham South
Earls Court,Clapham North,1,Earls Court - Clapham North
Earls Court,Clapham High Street,1,Earls Court - Clapham High Street
Earls Court,Lambeth North,1,Earls Court - Lambeth North
Earls Court,Charing Cross,1,Earls Court - Charing Cross
Earls Court,St Pauls,1,Earls Court - St Pauls
Earls Court,Turnham Green,1,Earls Court - Turnham Green
East Finchley,Hammersmith C&H,1,East Finchley - Hammersmith C&H
East Finchley,Goldhawk Road,1,East Finchley - Goldhawk Road
East Finchley,Elephant & Castle,1,East Finchley - Elephant & Castle
East Finchley,Covent Garden,1,East Finchley - Covent Garden
Dagenham Heathway,Vauxhall,1,Dagenham Heathway - Vauxhall
East Finchley,Canada Water,1,East Finchley - Canada Water
East Finchley,Bow Road,1,East Finchley - Bow Road
East Finchley,Blackhorse Road,1,East Finchley - Blackhorse Road
East Finchley,Balham,1,East Finchley - Balham
East Acton,Victoria,1,East Acton - Victoria
East Acton,Tottenham Court Road,1,East Acton - Tottenham Court Road
East Acton,Stratford,1,East Acton - Stratford
Earls Court,Stratford,1,Earls Court - Stratford
East Acton,Oxford Circus,1,East Acton - Oxford Circus
East Acton,Gallions Reach,1,East Acton - Gallions Reach
East Acton,Euston Square,1,East Acton - Euston Square
Earls Court,Epping,1,Earls Court - Epping
Earls Court,Finchley Central,1,Earls Court - Finchley Central
Earls Court,Finchley Road,1,Earls Court - Finchley Road
Earls Court,Greenwich,1,Earls Court - Greenwich
Dagenham Heathway,Turnpike Lane,1,Dagenham Heathway - Turnpike Lane
Dalston Junction,Highbury & Islington,1,Dalston Junction - Highbury & Islington
Dollis Hill,Goodge Street,1,Dollis Hill - Goodge Street
Dollis Hill,Kilburn,1,Dollis Hill - Kilburn
Dollis Hill,Leicester Square,1,Dollis Hill - Leicester Square
Earls Court,Seven Sisters,1,Earls Court - Seven Sisters
Earls Court,Russell Square,1,Earls Court - Russell Square
Earls Court,Regents Park,1,Earls Court - Regents Park
Earls Court,Piccadilly Circus,1,Earls Court - Piccadilly Circus
Earls Court,Peckham Rye,1,Earls Court - Peckham Rye
Earls Court,Paddington,1,Earls Court - Paddington
Earls Court,Oxford Circus,1,Earls Court - Oxford Circus
Earls Court,Manor House,1,Earls Court - Manor House
Earls Court,Loughton,1,Earls Court - Loughton
Earls Court,London Bridge,1,Earls Court - London Bridge
Earls Court,Liverpool St NR,1,Earls Court - Liverpool St NR
Earls Court,Leyton,1,Earls Court - Leyton
Earls Court,Snaresbrook,1,Earls Court - Snaresbrook
Earls Court,Leicester Square,1,Earls Court - Leicester Square
Earls Court,Kings Cross St Pancras,1,Earls Court - Kings Cross St Pancras
Earls Court,Holloway Road,1,Earls Court - Holloway Road
Earls Court,Heathrow Terminal 5,1,Earls Court - Heathrow Terminal 5
Earls Court,Hammersmith D&P,1,Earls Court - Hammersmith D&P
Dalston Kingsland,Cheshunt,1,Dalston Kingsland - Cheshunt
Deptford Bridge,Kilburn Park,1,Deptford Bridge - Kilburn Park
East Acton,Crystal Palace,1,East Acton - Crystal Palace
Elephant & Castle,Watford Junction,1,Elephant & Castle - Watford Junction
Elm Park,Tottenham Court Road,1,Elm Park - Tottenham Court Road
Elm Park,Parsons Green,1,Elm Park - Parsons Green
Elm Park,Morden,1,Elm Park - Morden
Elm Park,Hendon Central,1,Elm Park - Hendon Central
Elm Park,Custom House EL,1,Elm Park - Custom House EL
Elm Park,Covent Garden,1,Elm Park - Covent Garden
Elm Park,Chalk Farm,1,Elm Park - Chalk Farm
Elm Park,Baker Street,1,Elm Park - Baker Street
Elm Park,Angel,1,Elm Park - Angel
Elm Park,Aldgate,1,Elm Park - Aldgate
Elephant & Castle,Wembley Central,1,Elephant & Castle - Wembley Central
Elephant & Castle,Watford High Street,1,Elephant & Castle - Watford High Street
Elverson Road,Turnpike Lane,1,Elverson Road - Turnpike Lane
Elephant & Castle,Tower Hill,1,Elephant & Castle - Tower Hill
Elephant & Castle,Surrey Quays,1,Elephant & Castle - Surrey Quays
Elephant & Castle,St Pauls,1,Elephant & Castle - St Pauls
Elephant & Castle,Southwark,1,Elephant & Castle - Southwark
Elephant & Castle,South Wimbledon,1,Elephant & Castle - South Wimbledon
Elephant & Castle,Queensway,1,Elephant & Castle - Queensway
Elephant & Castle,Piccadilly Circus,1,Elephant & Castle - Piccadilly Circus
East Finchley,Old Street,1,East Finchley - Old Street
Dagenham East,Becontree,1,Dagenham East - Becontree
Kings Cross St Pancras,Ravenscourt Park,1,Kings Cross St Pancras - Ravenscourt Park
East Finchley,Holborn,1,East Finchley - Holborn
Elm Park,Tower Hill,1,Elm Park - Tower Hill
Embankment,Abbey Wood,1,Embankment - Abbey Wood
Denmark Hill,Newbury Park,1,Denmark Hill - Newbury Park
Elephant & Castle,Baker Street,1,Elephant & Castle - Baker Street
Elephant & Castle,Finsbury Park,1,Elephant & Castle - Finsbury Park
Elephant & Castle,Euston Square,1,Elephant & Castle - Euston Square
Elephant & Castle,Euston,1,Elephant & Castle - Euston
Elephant & Castle,Mansion House,1,Elephant & Castle - Mansion House
Elephant & Castle,Debden,1,Elephant & Castle - Debden
Elephant & Castle,Charing Cross,1,Elephant & Castle - Charing Cross
Elephant & Castle,Canonbury,1,Elephant & Castle - Canonbury
Elephant & Castle,Canning Town,1,Elephant & Castle - Canning Town
Elephant & Castle,Canary Wharf,1,Elephant & Castle - Canary Wharf
Elephant & Castle,Caledonian Road,1,Elephant & Castle - Caledonian Road
Elephant & Castle,Brentwood,1,Elephant & Castle - Brentwood
Elephant & Castle,Abbey Wood,1,Elephant & Castle - Abbey Wood
Embankment,Aldgate,1,Embankment - Aldgate
Edmonton Green,Woodford,1,Edmonton Green - Woodford
Edmonton Green,Waterloo,1,Edmonton Green - Waterloo
Edmonton Green,Turkey Street,1,Edmonton Green - Turkey Street
Edmonton Green,Tower Hill,1,Edmonton Green - Tower Hill
Elephant & Castle,Cockfosters,1,Elephant & Castle - Cockfosters
Elephant & Castle,North Acton,1,Elephant & Castle - North Acton
Elephant & Castle,Northwick Park,1,Elephant & Castle - Northwick Park
Elephant & Castle,Notting Hill Gate,1,Elephant & Castle - Notting Hill Gate
Embankment,Belsize Park,1,Embankment - Belsize Park
Embankment,Bayswater,1,Embankment - Bayswater
